ResponseId,Risk,Intent,Outcome,RandOrder,age,gender,race/eth,DamPre_1,DamPost_1,DRiskCheck,DIntentCheck,DOutcomeCheck,FirePre_1,FirePost_1,FRiskCheck,FIntentCheck,FOutcomeCheck,DamGNG,FireGNG,OverallGNG,DamOutcomeMatch,FireOutcomeMatch
R_23Tvp8rYPaxFITz,High,Mitigate,Bad,FL_17|FL_23,27,Male,"White, not of Hispanic origin",71,11,1,0,Worst,87,100,1,1,Mitigated,0,1,0,1,0
R_1rjBhD8ukn8pKOA,High,Mitigate,Bad,FL_23|FL_17,19,Male,"White, not of Hispanic origin",29,4,1,0,Worst,13,4,1,0,Worst,0,0,0,1,1
R_xo4lIioYxSOSVeV,Low,Mitigate,Good,FL_23|FL_17,33,Male,"White, not of Hispanic origin",81,53,1,1,Mitigated,62,47,1,0,Mitigated,1,0,0,1,1
R_1zXdOIy3GjsCDUl,High,Mitigate,Bad,FL_17|FL_23,30,Male,"White, not of Hispanic origin",71,100,1,1,Worst,100,100,1,1,Worst,1,1,1,1,1
R_1eWeoamC3fIHeMb,Low,Mitigate,Good,FL_17|FL_23,37,Female,"White, not of Hispanic origin",70,51,0,0,Prevented,79,50,0,0,Mitigated,0,0,0,0,1
R_2afaP1Xtp9ZFM94,Low,Mitigate,Bad,FL_17|FL_23,36,Female,"White, not of Hispanic origin",92,62,1,0,Worst,100,94,1,0,Worst,0,0,0,1,1
R_7U8NjrG9kV5bsf7,Low,Mitigate,Bad,FL_23|FL_17,45,Male,"White, not of Hispanic origin",90,89,1,1,Mitigated,86,90,0,0,Worst,1,0,0,0,1
R_2wmjcK5ZX0VWOOl,Low,Mitigate,Bad,FL_23|FL_17,29,Male,"White, not of Hispanic origin",49,49,1,1,Worst,79,77,1,0,Mitigated,1,0,0,1,0
R_2w60wn8Q4vRNdTw,Low,Mitigate,Bad,FL_23|FL_17,56,Male,"White, not of Hispanic origin",50,45,1,1,Worst,65,65,1,1,Worst,1,1,1,1,1
R_3Rq58bQINveUCKE,Low,Mitigate,Bad,FL_23|FL_17,28,Female,South Asian/ Indian,100,91,1,1,Worst,100,81,1,0,Worst,1,0,0,1,1
R_1OoXKBiNRDCkUAZ,Low,Mitigate,Bad,FL_17|FL_23,38,Male,"White, not of Hispanic origin",81,81,1,1,Worst,70,70,1,1,Mitigated,1,1,1,1,0
R_1f6DV9G6ZKjS3RE,Low,Mitigate,Bad,FL_23|FL_17,19,Male,"White, not of Hispanic origin",81,97,0,1,Mitigated,45,41,0,0,Mitigated,0,0,0,0,0
R_4MEgmmyX5YlJZCx,Low,Mitigate,Bad,FL_23|FL_17,21,Male,Asian/ Pacific Islander,41,60,1,1,Worst,52,61,0,1,Mitigated,1,0,0,1,0
R_2qjAjP69BHDM2Ei,Low,Mitigate,Good,FL_17|FL_23,45,Male,"White, not of Hispanic origin",87,77,0,0,Worst,78,80,0,0,Mitigated,0,0,0,0,1
R_CeFqDZ16tR6Z8hr,Low,Mitigate,Good,FL_23|FL_17,28,Female,"Black/ African American,Hispanic",100,40,1,0,Mitigated,45,39,0,1,Mitigated,0,0,0,1,1
R_2bTRRxCY62igvOK,Low,Mitigate,Bad,FL_23|FL_17,44,Female,"White, not of Hispanic origin",79,77,0,0,Worst,84,80,0,0,Mitigated,0,0,0,1,0
R_2WBY9x29B6PesIx,Low,Mitigate,Bad,FL_23|FL_17,43,Male,"White, not of Hispanic origin",82,82,0,0,Worst,80,77,0,0,Mitigated,0,0,0,1,0
R_3PZ9oT8XnzNRhwo,Low,Mitigate,Good,FL_23|FL_17,20,Female,"White, not of Hispanic origin",62,51,1,1,Mitigated,61,10,0,0,Mitigated,1,0,0,1,1
R_3oGR2MxqUyvgCen,Low,Mitigate,Bad,FL_17|FL_23,38,Female,Black/ African American,46,46,0,0,Worst,73,22,1,1,Worst,0,1,0,1,1
R_1pKljPz3JEVNmLs,High,Mitigate,Bad,FL_17|FL_23,20,Female,"White, not of Hispanic origin",60,20,1,1,Worst,9,0,1,1,Worst,1,1,1,1,1
R_3lrcafXXmpdrMZM,High,Mitigate,Bad,FL_23|FL_17,45,Male,"White, not of Hispanic origin",59,64,1,1,Mitigated,65,66,1,1,Worst,1,1,1,0,1
R_2SJt2sXRLzkxNZC,Low,Mitigate,Bad,FL_17|FL_23,20,Female,"White, not of Hispanic origin",50,51,1,1,Worst,100,51,1,1,Worst,1,1,1,1,1
R_33a7HOCfrGXLalV,Low,Mitigate,Bad,FL_17|FL_23,29,Male,"White, not of Hispanic origin",61,1,1,1,Worst,100,100,1,1,Worst,1,1,1,1,1
R_3nNltzbzmCXxjLW,Low,Mitigate,Bad,FL_17|FL_23,26,Male,"White, not of Hispanic origin",75,24,1,1,Worst,84,60,1,1,Worst,1,1,1,1,1
R_1GJRAy0Tx4oPS49,Low,Mitigate,Bad,FL_17|FL_23,24,Female,Asian/ Pacific Islander,40,40,1,1,Worst,81,82,1,1,Worst,1,1,1,1,1
R_2ckAwf68tFjGdFx,Low,Mitigate,Bad,FL_17|FL_23,34,Female,"White, not of Hispanic origin",72,83,1,1,Worst,76,20,1,1,Worst,1,1,1,1,1
R_29npy2Y6H9Fg4ra,Low,Mitigate,Good,FL_23|FL_17,44,Male,"White, not of Hispanic origin",74,52,1,1,Mitigated,48,51,1,1,Mitigated,1,1,1,1,1
R_d5t9P8zA3PoSIiR,Low,Mitigate,Bad,FL_23|FL_17,27,Male,Black/ African American,58,34,1,1,Worst,65,50,1,0,Worst,1,0,0,1,1
R_1lccabtVO4V7WHO,Low,Mitigate,Good,FL_17|FL_23,28,Female,"White, not of Hispanic origin",59,50,1,1,Mitigated,69,46,1,1,Mitigated,1,1,1,1,1
R_2VHAdcmx0VmTHcr,Low,Mitigate,Good,FL_17|FL_23,18,Male,"White, not of Hispanic origin",61,51,1,1,Mitigated,71,56,0,0,Mitigated,1,0,0,1,1
R_sBZuc7QthXE81QR,Low,Mitigate,Bad,FL_17|FL_23,30,Self-identified/other,"White, not of Hispanic origin",70,69,1,1,Worst,59,30,1,1,Worst,1,1,1,1,1
R_YPLSFXLDwjghq5X,High,Prevent,Good,FL_23|FL_17,39,Male,"White, not of Hispanic origin",70,50,1,1,Prevented,50,60,1,1,Prevented,1,1,1,1,1
R_3suYPot3M7G56Q8,Low,Mitigate,Bad,FL_17|FL_23,32,Female,"White, not of Hispanic origin",50,18,1,1,Worst,39,19,1,0,Worst,1,0,0,1,1
R_3QPPaA6tflv84gc,Low,Mitigate,Bad,FL_17|FL_23,31,Male,"White, not of Hispanic origin",96,97,0,1,Prevented,99,83,0,0,Prevented,0,0,0,0,0
R_3O8EwRhSd8ReAgD,Low,Mitigate,Bad,FL_17|FL_23,54,Male,"White, not of Hispanic origin",61,61,1,1,Worst,81,81,1,1,Worst,1,1,1,1,1
R_3Ivdpu1rKQ5fMyt,Low,Mitigate,Bad,FL_17|FL_23,43,Male,Black/ African American,64,11,1,1,Worst,90,33,1,1,Worst,1,1,1,1,1
R_231wX9YkpXnMDeF,High,Prevent,Bad,FL_23|FL_17,45,Female,"White, not of Hispanic origin",65,40,1,1,Worst,71,51,1,0,Worst,1,0,0,1,1
